,time,dT,inBarrier,flowSat,inSector
604,2022-02-14 00:10:04,604,0,17.0,58
605,2022-02-14 00:10:05,605,1,17.0,58
606,2022-02-14 00:10:06,606,1,18.0,59
607,2022-02-14 00:10:07,607,0,19.0,59
608,2022-02-14 00:10:08,608,3,19.0,61
609,2022-02-14 00:10:09,609,1,22.0,62
610,2022-02-14 00:10:10,610,0,23.0,59
611,2022-02-14 00:10:11,611,1,23.0,58
612,2022-02-14 00:10:12,612,1,24.0,57
613,2022-02-14 00:10:13,613,0,25.0,57
614,2022-02-14 00:10:14,614,1,24.0,56
615,2022-02-14 00:10:15,615,0,25.0,57
616,2022-02-14 00:10:16,616,1,25.0,55
617,2022-02-14 00:10:17,617,2,25.0,56
618,2022-02-14 00:10:18,618,0,26.0,57
619,2022-02-14 00:10:19,619,0,26.0,56
620,2022-02-14 00:10:20,620,1,24.0,55
621,2022-02-14 00:10:21,621,1,24.0,57
622,2022-02-14 00:10:22,622,1,24.0,58
623,2022-02-14 00:10:23,623,1,24.0,57
624,2022-02-14 00:10:24,624,0,25.0,57
625,2022-02-14 00:10:25,625,1,25.0,57
626,2022-02-14 00:10:26,626,2,26.0,56
627,2022-02-14 00:10:27,627,0,28.0,55
628,2022-02-14 00:10:28,628,0,28.0,54
629,2022-02-14 00:10:29,629,3,28.0,57
630,2022-02-14 00:10:30,630,0,30.0,56
631,2022-02-14 00:10:31,631,1,30.0,57
632,2022-02-14 00:10:32,632,1,30.0,58
633,2022-02-14 00:10:33,633,0,31.0,56
634,2022-02-14 00:10:34,634,1,30.0,57
635,2022-02-14 00:10:35,635,1,31.0,58
636,2022-02-14 00:10:36,636,0,32.0,59
637,2022-02-14 00:10:37,637,1,31.0,60
638,2022-02-14 00:10:38,638,1,32.0,60
639,2022-02-14 00:10:39,639,0,31.0,60
640,2022-02-14 00:10:40,640,2,31.0,62
641,2022-02-14 00:10:41,641,1,32.0,64
642,2022-02-14 00:10:42,642,0,33.0,63
643,2022-02-14 00:10:43,643,1,31.0,63
644,2022-02-14 00:10:44,644,3,32.0,66
645,2022-02-14 00:10:45,645,0,35.0,65
646,2022-02-14 00:10:46,646,0,34.0,64
647,2022-02-14 00:10:47,647,1,33.0,64
648,2022-02-14 00:10:48,648,2,34.0,66
649,2022-02-14 00:10:49,649,0,33.0,64
650,2022-02-14 00:10:50,650,1,32.0,66
651,2022-02-14 00:10:51,651,0,33.0,66
652,2022-02-14 00:10:52,652,0,32.0,68
653,2022-02-14 00:10:53,653,1,31.0,69
654,2022-02-14 00:10:54,654,0,32.0,69
655,2022-02-14 00:10:55,655,3,31.0,72
656,2022-02-14 00:10:56,656,1,34.0,71
657,2022-02-14 00:10:57,657,2,34.0,74
658,2022-02-14 00:10:58,658,0,34.0,74
659,2022-02-14 00:10:59,659,1,34.0,74
660,2022-02-14 00:11:00,660,0,35.0,73
661,2022-02-14 00:11:01,661,0,34.0,75
662,2022-02-14 00:11:02,662,1,33.0,75
663,2022-02-14 00:11:03,663,0,33.0,75
664,2022-02-14 00:11:04,664,0,32.0,75
665,2022-02-14 00:11:05,665,3,32.0,77
666,2022-02-14 00:11:06,666,0,34.0,78
667,2022-02-14 00:11:07,667,0,32.0,77
668,2022-02-14 00:11:08,668,1,32.0,77
669,2022-02-14 00:11:09,669,0,33.0,77
670,2022-02-14 00:11:10,670,1,30.0,77
671,2022-02-14 00:11:11,671,2,31.0,78
672,2022-02-14 00:11:12,672,0,32.0,79
673,2022-02-14 00:11:13,673,1,31.0,79
674,2022-02-14 00:11:14,674,1,32.0,78
675,2022-02-14 00:11:15,675,0,32.0,79
676,2022-02-14 00:11:16,676,0,31.0,81
677,2022-02-14 00:11:17,677,1,31.0,82
678,2022-02-14 00:11:18,678,1,31.0,81
679,2022-02-14 00:11:19,679,1,31.0,81
680,2022-02-14 00:11:20,680,2,32.0,82
681,2022-02-14 00:11:21,681,0,32.0,82
682,2022-02-14 00:11:22,682,3,31.0,84
683,2022-02-14 00:11:23,683,1,34.0,82
684,2022-02-14 00:11:24,684,0,34.0,82
685,2022-02-14 00:11:25,685,0,31.0,82
686,2022-02-14 00:11:26,686,1,31.0,82
687,2022-02-14 00:11:27,687,0,32.0,82
688,2022-02-14 00:11:28,688,0,31.0,82
689,2022-02-14 00:11:29,689,2,29.0,83
690,2022-02-14 00:11:30,690,2,31.0,87
691,2022-02-14 00:11:31,691,0,32.0,85
692,2022-02-14 00:11:32,692,2,32.0,84
693,2022-02-14 00:11:33,693,0,34.0,82
694,2022-02-14 00:11:34,694,0,33.0,83
695,2022-02-14 00:11:35,695,1,33.0,83
696,2022-02-14 00:11:36,696,1,31.0,85
697,2022-02-14 00:11:37,697,1,31.0,86
698,2022-02-14 00:11:38,698,1,30.0,83
699,2022-02-14 00:11:39,699,0,31.0,83
700,2022-02-14 00:11:40,700,0,30.0,80
701,2022-02-14 00:11:41,701,1,30.0,80
702,2022-02-14 00:11:42,702,0,31.0,81
703,2022-02-14 00:11:43,703,1,30.0,81
704,2022-02-14 00:11:44,704,1,31.0,80
705,2022-02-14 00:11:45,705,0,32.0,81
706,2022-02-14 00:11:46,706,0,29.0,81
707,2022-02-14 00:11:47,707,2,29.0,82
708,2022-02-14 00:11:48,708,1,31.0,84
709,2022-02-14 00:11:49,709,0,31.0,84
710,2022-02-14 00:11:50,710,1,31.0,86
711,2022-02-14 00:11:51,711,0,31.0,86
712,2022-02-14 00:11:52,712,0,29.0,84
713,2022-02-14 00:11:53,713,1,29.0,84
714,2022-02-14 00:11:54,714,2,29.0,87
715,2022-02-14 00:11:55,715,0,30.0,85
716,2022-02-14 00:11:56,716,1,30.0,85
717,2022-02-14 00:11:57,717,1,31.0,88
718,2022-02-14 00:11:58,718,0,31.0,87
719,2022-02-14 00:11:59,719,1,30.0,87
720,2022-02-14 00:12:00,720,0,30.0,87
721,2022-02-14 00:12:01,721,2,28.0,88
722,2022-02-14 00:12:02,722,1,30.0,87
723,2022-02-14 00:12:03,723,0,28.0,87
724,2022-02-14 00:12:04,724,0,27.0,86
725,2022-02-14 00:12:05,725,2,27.0,87
726,2022-02-14 00:12:06,726,0,29.0,85
727,2022-02-14 00:12:07,727,1,28.0,88
728,2022-02-14 00:12:08,728,1,29.0,87
729,2022-02-14 00:12:09,729,0,30.0,86
730,2022-02-14 00:12:10,730,0,28.0,86
731,2022-02-14 00:12:11,731,1,26.0,86
732,2022-02-14 00:12:12,732,0,27.0,83
733,2022-02-14 00:12:13,733,0,25.0,84
734,2022-02-14 00:12:14,734,1,25.0,84
735,2022-02-14 00:12:15,735,0,26.0,84
736,2022-02-14 00:12:16,736,2,25.0,85
737,2022-02-14 00:12:17,737,1,26.0,84
738,2022-02-14 00:12:18,738,0,26.0,85
739,2022-02-14 00:12:19,739,1,25.0,86
740,2022-02-14 00:12:20,740,1,26.0,87
741,2022-02-14 00:12:21,741,1,27.0,87
742,2022-02-14 00:12:22,742,0,27.0,86
743,2022-02-14 00:12:23,743,1,27.0,87
744,2022-02-14 00:12:24,744,0,27.0,87
745,2022-02-14 00:12:25,745,1,26.0,87
746,2022-02-14 00:12:26,746,1,27.0,87
747,2022-02-14 00:12:27,747,2,28.0,87
748,2022-02-14 00:12:28,748,0,28.0,84
749,2022-02-14 00:12:29,749,1,27.0,86
750,2022-02-14 00:12:30,750,2,28.0,87
751,2022-02-14 00:12:31,751,0,29.0,85
752,2022-02-14 00:12:32,752,3,29.0,89
753,2022-02-14 00:12:33,753,0,32.0,89
754,2022-02-14 00:12:34,754,0,31.0,88
755,2022-02-14 00:12:35,755,3,29.0,89
756,2022-02-14 00:12:36,756,0,32.0,89
757,2022-02-14 00:12:37,757,0,31.0,90
758,2022-02-14 00:12:38,758,1,30.0,90
759,2022-02-14 00:12:39,759,1,31.0,90
760,2022-02-14 00:12:40,760,0,31.0,90
761,2022-02-14 00:12:41,761,1,31.0,91
762,2022-02-14 00:12:42,762,1,30.0,93
763,2022-02-14 00:12:43,763,1,30.0,93
764,2022-02-14 00:12:44,764,1,31.0,93
765,2022-02-14 00:12:45,765,0,32.0,93
766,2022-02-14 00:12:46,766,0,30.0,93
767,2022-02-14 00:12:47,767,1,30.0,93
768,2022-02-14 00:12:48,768,1,30.0,96
769,2022-02-14 00:12:49,769,1,30.0,97
770,2022-02-14 00:12:50,770,2,31.0,99
771,2022-02-14 00:12:51,771,0,33.0,99
772,2022-02-14 00:12:52,772,1,32.0,100
773,2022-02-14 00:12:53,773,1,33.0,101
774,2022-02-14 00:12:54,774,1,34.0,102
775,2022-02-14 00:12:55,775,0,34.0,103
776,2022-02-14 00:12:56,776,2,34.0,104
777,2022-02-14 00:12:57,777,1,34.0,105
778,2022-02-14 00:12:58,778,0,34.0,105
779,2022-02-14 00:12:59,779,1,34.0,105
780,2022-02-14 00:13:00,780,0,34.0,107
781,2022-02-14 00:13:01,781,1,33.0,107
782,2022-02-14 00:13:02,782,0,33.0,106
783,2022-02-14 00:13:03,783,1,33.0,107
784,2022-02-14 00:13:04,784,1,33.0,107
785,2022-02-14 00:13:05,785,0,34.0,107
786,2022-02-14 00:13:06,786,1,33.0,109
787,2022-02-14 00:13:07,787,0,33.0,105
788,2022-02-14 00:13:08,788,0,31.0,105
789,2022-02-14 00:13:09,789,1,31.0,106
790,2022-02-14 00:13:10,790,0,31.0,104
791,2022-02-14 00:13:11,791,0,29.0,104
792,2022-02-14 00:13:12,792,1,29.0,104
793,2022-02-14 00:13:13,793,0,27.0,104
794,2022-02-14 00:13:14,794,0,27.0,104
795,2022-02-14 00:13:15,795,1,27.0,104
796,2022-02-14 00:13:16,796,0,25.0,102
797,2022-02-14 00:13:17,797,0,25.0,102
798,2022-02-14 00:13:18,798,0,25.0,102
799,2022-02-14 00:13:19,799,0,24.0,102
800,2022-02-14 00:13:20,800,0,23.0,100
801,2022-02-14 00:13:21,801,0,23.0,100
802,2022-02-14 00:13:22,802,0,22.0,101
803,2022-02-14 00:13:23,803,0,21.0,101
804,2022-02-14 00:13:24,804,0,20.0,100
805,2022-02-14 00:13:25,805,1,19.0,101
806,2022-02-14 00:13:26,806,0,20.0,100
807,2022-02-14 00:13:27,807,1,20.0,102
808,2022-02-14 00:13:28,808,0,20.0,103
809,2022-02-14 00:13:29,809,0,19.0,104
810,2022-02-14 00:13:30,810,1,18.0,106
811,2022-02-14 00:13:31,811,0,17.0,105
812,2022-02-14 00:13:32,812,0,17.0,105
813,2022-02-14 00:13:33,813,2,16.0,106
814,2022-02-14 00:13:34,814,0,17.0,104
815,2022-02-14 00:13:35,815,1,16.0,105
816,2022-02-14 00:13:36,816,1,17.0,106
817,2022-02-14 00:13:37,817,0,16.0,107
818,2022-02-14 00:13:38,818,1,15.0,108
819,2022-02-14 00:13:39,819,0,16.0,107
820,2022-02-14 00:13:40,820,2,15.0,108
821,2022-02-14 00:13:41,821,0,17.0,110
822,2022-02-14 00:13:42,822,0,16.0,109
823,2022-02-14 00:13:43,823,0,16.0,109
824,2022-02-14 00:13:44,824,0,15.0,111
825,2022-02-14 00:13:45,825,0,14.0,110
826,2022-02-14 00:13:46,826,1,14.0,111
827,2022-02-14 00:13:47,827,1,14.0,111
828,2022-02-14 00:13:48,828,1,15.0,112
829,2022-02-14 00:13:49,829,0,16.0,111
830,2022-02-14 00:13:50,830,0,15.0,111
831,2022-02-14 00:13:51,831,1,15.0,113
832,2022-02-14 00:13:52,832,1,16.0,113
833,2022-02-14 00:13:53,833,0,16.0,114
834,2022-02-14 00:13:54,834,1,16.0,114
835,2022-02-14 00:13:55,835,0,17.0,111
836,2022-02-14 00:13:56,836,0,16.0,111
837,2022-02-14 00:13:57,837,0,16.0,110
838,2022-02-14 00:13:58,838,0,16.0,110
839,2022-02-14 00:13:59,839,1,16.0,111
840,2022-02-14 00:14:00,840,0,17.0,111
841,2022-02-14 00:14:01,841,0,17.0,111
842,2022-02-14 00:14:02,842,1,17.0,112
843,2022-02-14 00:14:03,843,0,18.0,111
844,2022-02-14 00:14:04,844,0,18.0,111
845,2022-02-14 00:14:05,845,0,18.0,112
846,2022-02-14 00:14:06,846,1,17.0,112
847,2022-02-14 00:14:07,847,0,18.0,113
848,2022-02-14 00:14:08,848,0,17.0,112
849,2022-02-14 00:14:09,849,0,17.0,113
850,2022-02-14 00:14:10,850,0,17.0,114
851,2022-02-14 00:14:11,851,0,16.0,114
852,2022-02-14 00:14:12,852,1,16.0,115
853,2022-02-14 00:14:13,853,0,17.0,117
854,2022-02-14 00:14:14,854,0,15.0,115
855,2022-02-14 00:14:15,855,0,15.0,113
856,2022-02-14 00:14:16,856,0,14.0,114
857,2022-02-14 00:14:17,857,0,13.0,112
858,2022-02-14 00:14:18,858,1,13.0,113
859,2022-02-14 00:14:19,859,1,13.0,113
860,2022-02-14 00:14:20,860,0,14.0,112
861,2022-02-14 00:14:21,861,1,12.0,114
862,2022-02-14 00:14:22,862,0,13.0,113
863,2022-02-14 00:14:23,863,0,13.0,113
864,2022-02-14 00:14:24,864,0,13.0,112
865,2022-02-14 00:14:25,865,1,13.0,113
866,2022-02-14 00:14:26,866,0,14.0,112
867,2022-02-14 00:14:27,867,2,13.0,114
868,2022-02-14 00:14:28,868,1,14.0,116
869,2022-02-14 00:14:29,869,1,14.0,115
870,2022-02-14 00:14:30,870,4,15.0,119
871,2022-02-14 00:14:31,871,1,19.0,117
872,2022-02-14 00:14:32,872,1,19.0,118
873,2022-02-14 00:14:33,873,0,19.0,118
874,2022-02-14 00:14:34,874,1,19.0,118
875,2022-02-14 00:14:35,875,0,19.0,118
876,2022-02-14 00:14:36,876,0,19.0,118
877,2022-02-14 00:14:37,877,1,19.0,118
878,2022-02-14 00:14:38,878,0,20.0,115
879,2022-02-14 00:14:39,879,0,20.0,116
880,2022-02-14 00:14:40,880,0,19.0,116
881,2022-02-14 00:14:41,881,0,19.0,115
882,2022-02-14 00:14:42,882,0,19.0,114
883,2022-02-14 00:14:43,883,0,18.0,113
884,2022-02-14 00:14:44,884,0,18.0,113
885,2022-02-14 00:14:45,885,1,18.0,113
886,2022-02-14 00:14:46,886,1,19.0,113
887,2022-02-14 00:14:47,887,0,19.0,110
888,2022-02-14 00:14:48,888,0,19.0,110
889,2022-02-14 00:14:49,889,1,19.0,111
890,2022-02-14 00:14:50,890,0,20.0,109
891,2022-02-14 00:14:51,891,1,20.0,108
892,2022-02-14 00:14:52,892,0,21.0,108
893,2022-02-14 00:14:53,893,0,20.0,107
894,2022-02-14 00:14:54,894,0,20.0,106
895,2022-02-14 00:14:55,895,0,20.0,108
896,2022-02-14 00:14:56,896,1,20.0,109
897,2022-02-14 00:14:57,897,1,21.0,110
898,2022-02-14 00:14:58,898,2,22.0,112
899,2022-02-14 00:14:59,899,1,23.0,114
900,2022-02-14 00:15:00,900,0,23.0,113
901,2022-02-14 00:15:01,901,0,23.0,113
902,2022-02-14 00:15:02,902,1,22.0,114
903,2022-02-14 00:15:03,903,0,23.0,115
904,2022-02-14 00:15:04,904,0,23.0,116
905,2022-02-14 00:15:05,905,2,23.0,118
906,2022-02-14 00:15:06,906,0,24.0,116
907,2022-02-14 00:15:07,907,1,24.0,117
908,2022-02-14 00:15:08,908,0,23.0,117
909,2022-02-14 00:15:09,909,0,22.0,116
910,2022-02-14 00:15:10,910,1,21.0,117
911,2022-02-14 00:15:11,911,0,18.0,117
912,2022-02-14 00:15:12,912,1,17.0,118
913,2022-02-14 00:15:13,913,0,17.0,118
914,2022-02-14 00:15:14,914,0,17.0,118
915,2022-02-14 00:15:15,915,0,16.0,117
916,2022-02-14 00:15:16,916,1,16.0,116
917,2022-02-14 00:15:17,917,0,17.0,114
918,2022-02-14 00:15:18,918,1,16.0,113
919,2022-02-14 00:15:19,919,0,17.0,111
920,2022-02-14 00:15:20,920,1,17.0,112
921,2022-02-14 00:15:21,921,0,18.0,110
922,2022-02-14 00:15:22,922,0,18.0,109
923,2022-02-14 00:15:23,923,0,18.0,109
924,2022-02-14 00:15:24,924,0,18.0,109
925,2022-02-14 00:15:25,925,1,18.0,110
926,2022-02-14 00:15:26,926,0,18.0,109
927,2022-02-14 00:15:27,927,0,17.0,109
928,2022-02-14 00:15:28,928,1,17.0,108
929,2022-02-14 00:15:29,929,1,18.0,110
930,2022-02-14 00:15:30,930,0,18.0,109
931,2022-02-14 00:15:31,931,0,18.0,108
932,2022-02-14 00:15:32,932,0,17.0,108
933,2022-02-14 00:15:33,933,0,17.0,107
934,2022-02-14 00:15:34,934,0,17.0,107
935,2022-02-14 00:15:35,935,0,17.0,106
936,2022-02-14 00:15:36,936,0,17.0,106
937,2022-02-14 00:15:37,937,0,16.0,106
938,2022-02-14 00:15:38,938,1,15.0,106
939,2022-02-14 00:15:39,939,0,14.0,107
940,2022-02-14 00:15:40,940,1,13.0,107
941,2022-02-14 00:15:41,941,0,14.0,107
942,2022-02-14 00:15:42,942,1,14.0,107
943,2022-02-14 00:15:43,943,2,14.0,108
944,2022-02-14 00:15:44,944,1,16.0,108
945,2022-02-14 00:15:45,945,0,17.0,108
946,2022-02-14 00:15:46,946,1,15.0,107
947,2022-02-14 00:15:47,947,0,16.0,107
948,2022-02-14 00:15:48,948,1,15.0,108
949,2022-02-14 00:15:49,949,1,16.0,109
950,2022-02-14 00:15:50,950,1,17.0,109
951,2022-02-14 00:15:51,951,1,17.0,108
952,2022-02-14 00:15:52,952,0,18.0,107
953,2022-02-14 00:15:53,953,0,17.0,106
954,2022-02-14 00:15:54,954,1,17.0,106
955,2022-02-14 00:15:55,955,0,18.0,106
956,2022-02-14 00:15:56,956,1,18.0,106
957,2022-02-14 00:15:57,957,1,18.0,107
958,2022-02-14 00:15:58,958,1,19.0,108
959,2022-02-14 00:15:59,959,1,19.0,107
960,2022-02-14 00:16:00,960,1,20.0,109
961,2022-02-14 00:16:01,961,0,20.0,109
962,2022-02-14 00:16:02,962,2,20.0,109
963,2022-02-14 00:16:03,963,0,22.0,109
964,2022-02-14 00:16:04,964,1,22.0,109
965,2022-02-14 00:16:05,965,0,23.0,108
966,2022-02-14 00:16:06,966,1,22.0,109
967,2022-02-14 00:16:07,967,0,23.0,109
968,2022-02-14 00:16:08,968,0,23.0,110
969,2022-02-14 00:16:09,969,0,22.0,110
970,2022-02-14 00:16:10,970,1,21.0,111
971,2022-02-14 00:16:11,971,0,22.0,111
972,2022-02-14 00:16:12,972,0,22.0,111
973,2022-02-14 00:16:13,973,0,22.0,111
974,2022-02-14 00:16:14,974,0,22.0,111
975,2022-02-14 00:16:15,975,0,22.0,112
976,2022-02-14 00:16:16,976,2,22.0,112
977,2022-02-14 00:16:17,977,0,24.0,110
978,2022-02-14 00:16:18,978,1,24.0,111
979,2022-02-14 00:16:19,979,1,24.0,112
980,2022-02-14 00:16:20,980,0,25.0,111
981,2022-02-14 00:16:21,981,0,24.0,111
982,2022-02-14 00:16:22,982,0,24.0,110
983,2022-02-14 00:16:23,983,2,23.0,112
984,2022-02-14 00:16:24,984,1,23.0,111
985,2022-02-14 00:16:25,985,0,23.0,110
986,2022-02-14 00:16:26,986,0,23.0,110
987,2022-02-14 00:16:27,987,1,22.0,110
988,2022-02-14 00:16:28,988,0,23.0,108
989,2022-02-14 00:16:29,989,0,22.0,107
990,2022-02-14 00:16:30,990,0,21.0,107
991,2022-02-14 00:16:31,991,1,20.0,109
992,2022-02-14 00:16:32,992,0,20.0,110
993,2022-02-14 00:16:33,993,0,20.0,109
994,2022-02-14 00:16:34,994,0,20.0,109
995,2022-02-14 00:16:35,995,0,19.0,109
996,2022-02-14 00:16:36,996,0,19.0,109
997,2022-02-14 00:16:37,997,2,18.0,111
998,2022-02-14 00:16:38,998,0,19.0,110
999,2022-02-14 00:16:39,999,0,18.0,109
1000,2022-02-14 00:16:40,1000,0,17.0,109
1001,2022-02-14 00:16:41,1001,0,16.0,108
1002,2022-02-14 00:16:42,1002,0,16.0,110
1003,2022-02-14 00:16:43,1003,0,14.0,111
1004,2022-02-14 00:16:44,1004,0,14.0,112
1005,2022-02-14 00:16:45,1005,1,13.0,113
1006,2022-02-14 00:16:46,1006,0,14.0,113
1007,2022-02-14 00:16:47,1007,1,13.0,114
1008,2022-02-14 00:16:48,1008,0,14.0,114
1009,2022-02-14 00:16:49,1009,0,14.0,112
1010,2022-02-14 00:16:50,1010,1,14.0,114
1011,2022-02-14 00:16:51,1011,0,14.0,112
1012,2022-02-14 00:16:52,1012,0,14.0,113
1013,2022-02-14 00:16:53,1013,0,14.0,113
1014,2022-02-14 00:16:54,1014,0,14.0,113
1015,2022-02-14 00:16:55,1015,1,14.0,115
1016,2022-02-14 00:16:56,1016,0,15.0,116
1017,2022-02-14 00:16:57,1017,0,13.0,116
1018,2022-02-14 00:16:58,1018,0,13.0,115
1019,2022-02-14 00:16:59,1019,0,12.0,116
1020,2022-02-14 00:17:00,1020,1,11.0,115
1021,2022-02-14 00:17:01,1021,0,12.0,115
1022,2022-02-14 00:17:02,1022,1,12.0,114
1023,2022-02-14 00:17:03,1023,0,13.0,113
1024,2022-02-14 00:17:04,1024,1,11.0,114
1025,2022-02-14 00:17:05,1025,0,11.0,114
1026,2022-02-14 00:17:06,1026,2,11.0,117
1027,2022-02-14 00:17:07,1027,0,13.0,118
1028,2022-02-14 00:17:08,1028,1,12.0,118
1029,2022-02-14 00:17:09,1029,0,13.0,116
1030,2022-02-14 00:17:10,1030,1,13.0,117
1031,2022-02-14 00:17:11,1031,1,14.0,119
1032,2022-02-14 00:17:12,1032,0,14.0,117
1033,2022-02-14 00:17:13,1033,0,14.0,117
1034,2022-02-14 00:17:14,1034,1,14.0,117
1035,2022-02-14 00:17:15,1035,0,15.0,117
1036,2022-02-14 00:17:16,1036,0,15.0,118
1037,2022-02-14 00:17:17,1037,0,15.0,118
1038,2022-02-14 00:17:18,1038,1,13.0,119
1039,2022-02-14 00:17:19,1039,0,14.0,119
1040,2022-02-14 00:17:20,1040,0,14.0,121
1041,2022-02-14 00:17:21,1041,2,14.0,124
1042,2022-02-14 00:17:22,1042,1,16.0,125
1043,2022-02-14 00:17:23,1043,1,17.0,125
1044,2022-02-14 00:17:24,1044,0,18.0,126
1045,2022-02-14 00:17:25,1045,1,18.0,127
1046,2022-02-14 00:17:26,1046,1,18.0,128
1047,2022-02-14 00:17:27,1047,2,19.0,130
1048,2022-02-14 00:17:28,1048,0,20.0,129
1049,2022-02-14 00:17:29,1049,0,20.0,129
1050,2022-02-14 00:17:30,1050,3,20.0,132
1051,2022-02-14 00:17:31,1051,1,22.0,130
1052,2022-02-14 00:17:32,1052,0,23.0,130
1053,2022-02-14 00:17:33,1053,0,23.0,131
1054,2022-02-14 00:17:34,1054,1,23.0,131
1055,2022-02-14 00:17:35,1055,0,24.0,130
1056,2022-02-14 00:17:36,1056,0,23.0,130
1057,2022-02-14 00:17:37,1057,0,23.0,131
1058,2022-02-14 00:17:38,1058,0,23.0,131
1059,2022-02-14 00:17:39,1059,0,23.0,130
1060,2022-02-14 00:17:40,1060,2,23.0,133
1061,2022-02-14 00:17:41,1061,2,24.0,132
1062,2022-02-14 00:17:42,1062,1,26.0,132
1063,2022-02-14 00:17:43,1063,1,26.0,132
1064,2022-02-14 00:17:44,1064,1,27.0,133
1065,2022-02-14 00:17:45,1065,1,27.0,135
1066,2022-02-14 00:17:46,1066,0,28.0,134
1067,2022-02-14 00:17:47,1067,2,26.0,135
1068,2022-02-14 00:17:48,1068,0,28.0,132
1069,2022-02-14 00:17:49,1069,2,27.0,134
1070,2022-02-14 00:17:50,1070,0,29.0,134
1071,2022-02-14 00:17:51,1071,0,28.0,134
1072,2022-02-14 00:17:52,1072,0,27.0,134
1073,2022-02-14 00:17:53,1073,0,27.0,131
1074,2022-02-14 00:17:54,1074,1,27.0,132
1075,2022-02-14 00:17:55,1075,1,27.0,131
1076,2022-02-14 00:17:56,1076,0,28.0,130
1077,2022-02-14 00:17:57,1077,0,28.0,127
1078,2022-02-14 00:17:58,1078,0,28.0,126
1079,2022-02-14 00:17:59,1079,1,27.0,127
1080,2022-02-14 00:18:00,1080,1,28.0,128
1081,2022-02-14 00:18:01,1081,0,29.0,127
1082,2022-02-14 00:18:02,1082,0,27.0,124
1083,2022-02-14 00:18:03,1083,0,26.0,120
1084,2022-02-14 00:18:04,1084,2,25.0,122
1085,2022-02-14 00:18:05,1085,1,27.0,121
1086,2022-02-14 00:18:06,1086,0,27.0,120
1087,2022-02-14 00:18:07,1087,1,26.0,121
1088,2022-02-14 00:18:08,1088,0,25.0,121
1089,2022-02-14 00:18:09,1089,1,25.0,121
1090,2022-02-14 00:18:10,1090,0,26.0,118
1091,2022-02-14 00:18:11,1091,1,23.0,119
1092,2022-02-14 00:18:12,1092,0,23.0,116
1093,2022-02-14 00:18:13,1093,0,23.0,118
1094,2022-02-14 00:18:14,1094,0,23.0,117
1095,2022-02-14 00:18:15,1095,0,22.0,117
1096,2022-02-14 00:18:16,1096,1,22.0,117
1097,2022-02-14 00:18:17,1097,1,23.0,118
1098,2022-02-14 00:18:18,1098,1,24.0,117
1099,2022-02-14 00:18:19,1099,1,25.0,118
1100,2022-02-14 00:18:20,1100,0,26.0,117
1101,2022-02-14 00:18:21,1101,1,24.0,118
1102,2022-02-14 00:18:22,1102,1,23.0,117
1103,2022-02-14 00:18:23,1103,1,23.0,118
1104,2022-02-14 00:18:24,1104,1,23.0,117
1105,2022-02-14 00:18:25,1105,0,23.0,117
1106,2022-02-14 00:18:26,1106,0,22.0,117
1107,2022-02-14 00:18:27,1107,1,22.0,117
1108,2022-02-14 00:18:28,1108,1,21.0,118
1109,2022-02-14 00:18:29,1109,2,22.0,117
1110,2022-02-14 00:18:30,1110,1,22.0,117
1111,2022-02-14 00:18:31,1111,0,23.0,115
1112,2022-02-14 00:18:32,1112,2,23.0,117
1113,2022-02-14 00:18:33,1113,2,25.0,119
1114,2022-02-14 00:18:34,1114,1,27.0,120
1115,2022-02-14 00:18:35,1115,0,27.0,121
1116,2022-02-14 00:18:36,1116,1,26.0,121
1117,2022-02-14 00:18:37,1117,0,27.0,118
1118,2022-02-14 00:18:38,1118,1,27.0,117
1119,2022-02-14 00:18:39,1119,1,28.0,116
1120,2022-02-14 00:18:40,1120,1,28.0,116
1121,2022-02-14 00:18:41,1121,2,28.0,118
1122,2022-02-14 00:18:42,1122,0,30.0,115
1123,2022-02-14 00:18:43,1123,1,30.0,116
1124,2022-02-14 00:18:44,1124,0,31.0,111
1125,2022-02-14 00:18:45,1125,0,29.0,111
1126,2022-02-14 00:18:46,1126,1,28.0,111
1127,2022-02-14 00:18:47,1127,0,29.0,109
1128,2022-02-14 00:18:48,1128,0,28.0,107
1129,2022-02-14 00:18:49,1129,0,28.0,107
1130,2022-02-14 00:18:50,1130,1,27.0,109
1131,2022-02-14 00:18:51,1131,0,28.0,106
1132,2022-02-14 00:18:52,1132,1,27.0,107
1133,2022-02-14 00:18:53,1133,0,28.0,105
1134,2022-02-14 00:18:54,1134,2,28.0,107
1135,2022-02-14 00:18:55,1135,0,30.0,105
1136,2022-02-14 00:18:56,1136,1,30.0,105
1137,2022-02-14 00:18:57,1137,0,30.0,103
1138,2022-02-14 00:18:58,1138,0,29.0,103
1139,2022-02-14 00:18:59,1139,0,28.0,102
1140,2022-02-14 00:19:00,1140,0,27.0,100
1141,2022-02-14 00:19:01,1141,1,27.0,101
1142,2022-02-14 00:19:02,1142,1,27.0,102
1143,2022-02-14 00:19:03,1143,1,27.0,101
1144,2022-02-14 00:19:04,1144,0,27.0,101
1145,2022-02-14 00:19:05,1145,0,26.0,100
1146,2022-02-14 00:19:06,1146,0,26.0,101
1147,2022-02-14 00:19:07,1147,0,26.0,101
1148,2022-02-14 00:19:08,1148,0,25.0,99
1149,2022-02-14 00:19:09,1149,1,24.0,100
1150,2022-02-14 00:19:10,1150,0,23.0,100
