resourse_observ,resourse_traker,resourse_voko,resourse_pk
0.9199999999999999,0,0,0.02938167979342486
0.9199999999999999,0,0,0.03366705844997466
0.9199999999999999,0,0,0.03374647584303189
0.8922754650267112,0.027724534973288775,0,0.027070354849947055
0.8922754650267112,0.027724534973288775,0,0.034755068544559384
0.8922754650267112,0.027724534973288775,0,0.03322315258197278
0.8922754650267112,0.027724534973288775,0,0.02552126882200484
0.8922754650267112,0.027724534973288775,0,0.025849969704522597
0.8922754650267112,0.027724534973288775,0,0.027754469651378705
0.8922754650267112,0.027724534973288775,0,0.027570509421451173
0.8922754650267112,0.027724534973288775,0,0.03365056439050402
0.8922754650267112,0.027724534973288775,0,0.027568252119164974
0.8922754650267112,0.027724534973288775,0,0.025897886202548886
0.8922754650267112,0.027724534973288775,0,0.033437141160433746
0.8922754650267112,0.027724534973288775,0,0.03173487533331397
0.8922754650267112,0.027724534973288775,0,0.03385288383839707
0.8922754650267112,0.027724534973288775,0,0.030603351780587013
0.8922754650267112,0.027724534973288775,0,0.028109268005961925
0.8922754650267112,0.027724534973288775,0,0.028921813454931486
0.8922754650267112,0.027724534973288775,0,0.025985695797961887
0.8922754650267112,0.027724534973288775,0,0.03205565532927758
0.8922754650267112,0.027724534973288775,0,0.027134863322766857
0.8922754650267112,0.027724534973288775,0,0.027089618401640668
0.8604971154438363,0.05950288455616365,0,0.030751457540614403
0.8604971154438363,0.05950288455616365,0,0.030603477734201478
0.8604971154438363,0.05950288455616365,0,0.03028094666545895
0.8313381378504096,0.08866186214959033,0,0.0318417626018013
0.8313381378504096,0.08866186214959033,0,0.03285160425371256
0.8313381378504096,0.08866186214959033,0,0.025669957115175338
0.8253714980498701,0.09462850195012984,0,0.03259222546432358
0.8253714980498701,0.09462850195012984,0,0.028196738463780763
0.7868887408123155,0.13311125918768435,0,0.029124134301542433
0.7868887408123155,0.13311125918768435,0,0.026138693930760497
0.7868887408123155,0.13311125918768435,0,0.02548480088448677
0.7868887408123155,0.13311125918768435,0,0.02836237525727332
0.7868887408123155,0.13311125918768435,0,0.03427363075244953
0.7868887408123155,0.13311125918768435,0,0.030768249176007487
0.7868887408123155,0.13311125918768435,0,0.03109233526219635
0.7682106087596273,0.15178939124037263,0,0.027906304364266478
0.7560046335759718,0.16399536642402818,0,0.03172235513120811
0.7560046335759718,0.16399536642402818,0,0.02544684081870102
0.7458241616944674,0.1741758383055325,0,0.03407263304793917
0.7458241616944674,0.1741758383055325,0,0.03094126351553076
0.7458241616944674,0.1741758383055325,0,0.02769598291600965
0.7458241616944674,0.1741758383055325,0,0.029635385791833748
0.7458241616944674,0.1741758383055325,0,0.026712191880867923
0.7458241616944674,0.1741758383055325,0,0.028322217885984793
0.7294237552282004,0.19057624477179963,0,0.026951354236897068
0.7294237552282004,0.19057624477179963,0,0.028785797194093667
0.7294237552282004,0.19057624477179963,0,0.03117419579005195
0.7196160917195897,0.20038390828041022,0,0.030929575799614695
0.7196160917195897,0.20038390828041022,0,0.02529605985052154
0.7196160917195897,0.20038390828041022,0,0.03363499236357826
0.6946073977345386,0.22539260226546126,0,0.030592004066236942
0.6946073977345386,0.22539260226546126,0,0.02512949801732462
0.6946073977345386,0.22539260226546126,0,0.03206968080822139
0.6946073977345386,0.22539260226546126,0,0.03309612961330953
0.6946073977345386,0.22539260226546126,0,0.027305854472962566
0.6946073977345386,0.22539260226546126,0,0.03396751886359755
0.6946073977345386,0.22539260226546126,0,0.034334185964189995
0.6946073977345386,0.22539260226546126,0,0.029955056375317583
0.6946073977345386,0.22539260226546126,0,0.030299588205141576
0.6946073977345386,0.22539260226546126,0,0.028228643629069374
0.6946073977345386,0.22539260226546126,0,0.031224371453930137
0.6946073977345386,0.22539260226546126,0,0.02508039306277674
0.6946073977345386,0.22539260226546126,0,0.03386503576610544
0.6946073977345386,0.22539260226546126,0,0.028219898706177127
0.6946073977345386,0.22539260226546126,0,0.033710767667064157
0.6946073977345386,0.22539260226546126,0,0.033212306854453366
0.6641812983197153,0.2558187016802846,0,0.03024176763762249
0.6303320254775191,0.28966797452248083,0,0.030129381830561693
0.6303320254775191,0.28966797452248083,0,0.028797480209200664
0.6303320254775191,0.28966797452248083,0,0.034329399262402444
0.6303320254775191,0.28966797452248083,0,0.02727643890191425
0.6303320254775191,0.28966797452248083,0,0.02978161297668595
0.6303320254775191,0.28966797452248083,0,0.03397903998418164
0.6303320254775191,0.28966797452248083,0,0.02585465168003714
0.6303320254775191,0.28966797452248083,0,0.028192287866955705
0.6303320254775191,0.28966797452248083,0,0.025268488970273364
0.6303320254775191,0.28966797452248083,0,0.03235431639903964
0.6303320254775191,0.28966797452248083,0,0.026598044721115464
0.6303320254775191,0.28966797452248083,0,0.03297712715748447
0.6303320254775191,0.28966797452248083,0,0.032588960421770556
0.6303320254775191,0.28966797452248083,0,0.03163589939296304
0.658056560450808,0.26194343954919197,0,0.026187589898763988
0.658056560450808,0.26194343954919197,0,0.025722228102239647
0.658056560450808,0.26194343954919197,0,0.03017103340294704
0.6297281983527507,0.2902718016472492,0,0.02965734744054851
0.6297281983527507,0.2902718016472492,0,0.03247019507049937
0.6297281983527507,0.2902718016472492,0,0.025929551531599333
0.6297281983527507,0.2902718016472492,0,0.025470145309417682
0.6297281983527507,0.2902718016472492,0,0.03098593691166582
0.6297281983527507,0.2902718016472492,0,0.03460642388293235
0.6297281983527507,0.2902718016472492,0,0.03324193189478598
0.6297281983527507,0.2902718016472492,0,0.03044078067417512
0.6297281983527507,0.2902718016472492,0,0.025615860352830748
0.6297281983527507,0.2902718016472492,0,0.03157598697749192
0.6297281983527507,0.2902718016472492,0,0.03271514373360058
0.6297281983527507,0.2902718016472492,0,0.03269358023253646
0.6297281983527507,0.2902718016472492,0,0.031205391748382067
0.6270699183880389,0.292930081611961,0,0.032433344204267925
0.6270699183880389,0.292930081611961,0,0.02910874491209887
0.6270699183880389,0.292930081611961,0,0.027061783135469426
0.6202868810709721,0.29971311892902786,0,0.025386401779062918
0.6520652306538469,0.267934769346153,0,0.0343638352307526
0.6520652306538469,0.267934769346153,0,0.03350802825363703
0.6170084552774628,0.3029915447225371,0,0.02996606700009488
0.6461674328708895,0.27383256712911036,0,0.02852251635909952
0.6461674328708895,0.27383256712911036,0,0.029862056410559154
0.6461674328708895,0.27383256712911036,0,0.02891250863907171
0.6521340726714291,0.26786592732857084,0,0.03209848628610178
0.6521340726714291,0.26786592732857084,0,0.03206290820681916
0.6906168299089835,0.2293831700910164,0,0.03313752489520625
0.6906168299089835,0.2293831700910164,0,0.030637030654005713
0.6906168299089835,0.2293831700910164,0,0.026870112815949178
0.6906168299089835,0.2293831700910164,0,0.02939152898310868
0.6906168299089835,0.2293831700910164,0,0.031173755631299642
0.6906168299089835,0.2293831700910164,0,0.03084518679258178
0.6589668330256052,0.2610331669743947,0,0.03489083096273381
0.6776449650782935,0.24235503492170637,0,0.034578704356903044
0.689850940261949,0.23014905973805086,0,0.026153599155091547
0.689850940261949,0.23014905973805086,0,0.025969730675310276
0.6722881776924775,0.24771182230752242,0,0.027255214667573545
0.6722881776924775,0.24771182230752242,0,0.03372045783925629
0.6722881776924775,0.24771182230752242,0,0.02566780121791889
0.6722881776924775,0.24771182230752242,0,0.025697027624457264
0.6722881776924775,0.24771182230752242,0,0.034855401675861854
0.6722881776924775,0.24771182230752242,0,0.027482657963733156
0.6886885841587447,0.23131141584125525,0,0.031440757726519095
0.6886885841587447,0.23131141584125525,0,0.03340754443650699
0.660234334008629,0.259765665991371,0,0.031091313420714386
0.6344637490854718,0.28553625091452817,0,0.033531376371841566
0.6344637490854718,0.28553625091452817,0,0.02897593743586693
0.6344637490854718,0.28553625091452817,0,0.026168718028237413
0.6594724430705228,0.26052755692947716,0,0.02856417725365982
0.6238053495696,0.29619465043039994,0,0.02913355342884825
0.6238053495696,0.29619465043039994,0,0.028303952197066162
0.6238053495696,0.29619465043039994,0,0.030983018205028016
0.6238053495696,0.29619465043039994,0,0.031063970036806395
0.6238053495696,0.29619465043039994,0,0.02667614856601201
0.5984183044733535,0.3215816955266464,0,0.030773047389731654
0.5984183044733535,0.3215816955266464,0,0.03330289374150877
0.5984183044733535,0.3215816955266464,0,0.02568842267675877
0.5984183044733535,0.3215816955266464,0,0.03275397372322218
0.5984183044733535,0.3215816955266464,0,0.02808565206765766
0.5831552050471188,0.3368447949528811,0,0.026798056279122285
0.5831552050471188,0.3368447949528811,0,0.03492229760731439
0.5831552050471188,0.3368447949528811,0,0.03469771133351066
0.5550863575034307,0.3649136424965692,0,0.03324636529802516
0.5550863575034307,0.3649136424965692,0,0.026707291136104247
0.585512456918254,0.3344875430817459,0,0.027686701611234057
0.6193617297604503,0.30063827023954964,0,0.02806005089832649
0.5984573600733876,0.3215426399266124,0,0.026657402361849176
0.5984573600733876,0.3215426399266124,0,0.034806547358118174
0.5903847101389877,0.3296152898610122,0,0.026852224824757517
0.5903847101389877,0.3296152898610122,0,0.030631141417385724
0.5903847101389877,0.3296152898610122,0,0.028459918188056956
0.5903847101389877,0.3296152898610122,0,0.025753235509222035
0.5903847101389877,0.3296152898610122,0,0.03490451109329982
0.5903847101389877,0.3296152898610122,0,0.028994205001889053
0.5903847101389877,0.3296152898610122,0,0.027816543017293475
0.5903847101389877,0.3296152898610122,0,0.03237881890033025
0.5903847101389877,0.3296152898610122,0,0.025460756429978623
0.5903847101389877,0.3296152898610122,0,0.033771096774088814
0.5903847101389877,0.3296152898610122,0,0.025954572886222736
0.5903847101389877,0.3296152898610122,0,0.03047072381763677
0.5903847101389877,0.3296152898610122,0,0.027891439040811553
0.5903847101389877,0.3296152898610122,0,0.028159465060575636
0.5931046821321788,0.32689531786782117,0,0.03345495094725565
0.5931046821321788,0.32689531786782117,0,0.03189797392097414
0.5931046821321788,0.32689531786782117,0,0.025569537857794058
0.5931046821321788,0.32689531786782117,0,0.02510903932938519
0.5694871474505583,0.3505128525494417,0,0.02721841769420392
0.5694871474505583,0.3505128525494417,0,0.03154138942604055
0.5694871474505583,0.3505128525494417,0,0.03429123368674182
0.5694871474505583,0.3505128525494417,0,0.026983877335832258
0.5655479219241017,0.35445207807589824,0,0.029009809031371285
0.5655479219241017,0.35445207807589824,0,0.02588541575706997
0.5655479219241017,0.35445207807589824,0,0.03447597420800983
0.5655479219241017,0.35445207807589824,0,0.02723535584968736
0.5655479219241017,0.35445207807589824,0,0.02876654163701781
0.5682062018888135,0.3517937981111864,0,0.03367815328602546
0.5682062018888135,0.3517937981111864,0,0.034550559784393184
0.5682062018888135,0.3517937981111864,0,0.033015237236935197
0.5749892392058804,0.3450107607941195,0,0.026014062297913747
0.5749892392058804,0.3450107607941195,0,0.028022065029746863
0.5452605861497153,0.37473941385028464,0,0.029558653337449104
0.5441768032214426,0.37582319677855736,0,0.030959613225281072
0.5441768032214426,0.37582319677855736,0,0.031459559610153814
0.5441768032214426,0.37582319677855736,0,0.027695131424705182
0.5441768032214426,0.37582319677855736,0,0.03429627266190817
0.5441768032214426,0.37582319677855736,0,0.030724617869040842
0.5441768032214426,0.37582319677855736,0,0.03113616844636553
0.5159873998592681,0.4040126001407318,0,0.026129533760359126
0.5159873998592681,0.4040126001407318,0,0.031881551071405605
0.5159873998592681,0.4040126001407318,0,0.025906768747708607
0.4846802113838246,0.4353197886161754,0,0.030162697193272307
0.4846802113838246,0.4353197886161754,0,0.02840760256030688
